Name,Father Name,Sex,Date of Birth,Passport No,Nationality,Height (cm),Weight (kg),BP (mmHg),Pulse,Eyes,Chest,Abdomen,Hernia,Varicose Veins,Skin,CNS,Respiratory System,Cardiovascular System,Liver,Spleen,Urine - Albumin,Urine - Sugar,Hemoglobin (g/dl),WBC (10^9/L),RBC (10^12/L),Hepatitis B,Hepatitis C,HIV,VDRL,TPHA,Radiology,Fitness Status
Imran,Iqbal,Female,3/10/1987,PK124703,Pakistani,166.6,,140/90,76.9,Weak,Abnormal,Abnormal,No Hernia,Normal,Clear,Normal,Clear,Normal,Normal,Normal,Negative,Positive,13.8,5.9,4,,Non-Reactive,Positive,Non-Reactive,Reactive,CLEAR,FIT
Ahmed,Rashid,Male,1/10/1994,PK878242,Pakistani,158.7,63.3,130/85,66.9,Weak,Abnormal,Abnormal,,Normal,,,Clear,Normal,Normal,Normal,Negative,Positive,16.4,7.3,4.9,Non-Reactive,Non-Reactive,Negative,Non-Reactive,Reactive,Abnormal,UNFIT
Zain,Ashraf,Female,3/29/1997,PK641780,Pakistani,177.5,60.3,110/70,70.3,Weak,Abnormal,Normal,Minor Hernia,,Clear,Abnormal,Clear,Normal,Normal,Normal,Positive,Positive,14.4,8.8,5.7,Non-Reactive,Non-Reactive,Positive,Non-Reactive,Non-Reactive,Abnormal,FIT
Ali,Rauf,Female,9/1/1985,PK293685,Pakistani,164.7,50.5,120/80,95.1,Normal,Normal,Normal,No Hernia,Swollen,Clear,Abnormal,Blocked,Normal,Normal,Enlarged,Positive,Negative,12.9,4.2,5.2,Non-Reactive,Non-Reactive,Positive,Non-Reactive,Reactive,CLEAR,UNFIT
Ahmed,Iqbal,Male,9/15/1998,PK225713,Pakistani,188.2,92.4,110/70,82.2,Weak,Normal,Abnormal,Minor Hernia,Swollen,Clear,Normal,Clear,Murmur,Normal,Enlarged,Positive,Negative,14.8,7.5,5,,Non-Reactive,Positive,Non-Reactive,Non-Reactive,Abnormal,FIT
Ahmed,Noman,Male,6/8/1994,PK135841,Pakistani,176.5,70.7,120/80,70.5,Normal,,Normal,No Hernia,Swollen,Clear,Normal,,,Enlarged,Enlarged,Negative,Positive,14.5,9.4,5.7,Reactive,Non-Reactive,Positive,Non-Reactive,Non-Reactive,Abnormal,UNFIT
Zain,Ashraf,Male,6/17/1981,PK511157,Pakistani,160.1,92.5,140/90,72.6,Normal,Normal,Normal,No Hernia,Swollen,Clear,Abnormal,Blocked,Normal,Normal,Normal,Positive,Positive,12.5,7.6,5.8,Non-Reactive,Reactive,Positive,Non-Reactive,Reactive,Abnormal,UNFIT
Zain,Noman,Female,1/16/2000,PK934672,Pakistani,157.2,61.8,,61.9,Weak,Normal,Normal,No Hernia,Swollen,Rashes,Abnormal,Clear,Normal,Enlarged,Enlarged,Negative,Negative,15.3,10.4,4.2,Reactive,Reactive,Negative,Reactive,Non-Reactive,Abnormal,UNFIT
Ahmed,Rauf,,7/13/1989,PK551979,Pakistani,182.3,77.5,130/85,85.7,Weak,Normal,Abnormal,No Hernia,Normal,,Normal,Blocked,Normal,Normal,Enlarged,Negative,Positive,13.2,5,,Reactive,Non-Reactive,Negative,Reactive,Reactive,CLEAR,FIT
,Noman,Female,12/6/2001,PK322157,Pakistani,178.9,76.5,120/80,81.1,Normal,Abnormal,Normal,Minor Hernia,Normal,Clear,Normal,Blocked,Murmur,Enlarged,Enlarged,Positive,Negative,16.8,8.2,5.8,Reactive,Reactive,Negative,Non-Reactive,Reactive,,UNFIT
Ali,Rashid,Female,8/23/1998,PK598434,Pakistani,163,65.6,130/85,72,Weak,Abnormal,Normal,No Hernia,Swollen,Rashes,Abnormal,Blocked,Normal,Enlarged,Enlarged,Positive,Negative,13.7,5,4.1,Non-Reactive,Non-Reactive,Negative,Non-Reactive,Reactive,Abnormal,UNFIT
,Rashid,Female,5/4/1996,PK883819,Pakistani,181,51.5,140/90,90.4,Weak,Abnormal,,No Hernia,Normal,Clear,Normal,Blocked,Murmur,Enlarged,Normal,Positive,Positive,17.4,10.7,5.1,Reactive,Non-Reactive,Negative,Non-Reactive,Reactive,CLEAR,
Ali,Rashid,Male,12/6/1988,PK839695,Pakistani,190,50.7,120/80,76.9,Weak,Abnormal,Abnormal,Minor Hernia,Normal,,,Clear,Normal,Normal,Normal,Negative,Positive,,7.2,5.2,Reactive,Non-Reactive,Negative,Reactive,Reactive,Abnormal,FIT
Ahmed,Iqbal,Female,10/1/1981,PK284567,Pakistani,167.6,,130/85,69.7,Normal,Abnormal,Normal,No Hernia,Normal,Rashes,Normal,Blocked,Murmur,Enlarged,Enlarged,Negative,,12.7,7.6,,Reactive,Non-Reactive,Positive,Non-Reactive,Non-Reactive,Abnormal,FIT
Khan,Noman,Female,11/3/1990,PK503254,Pakistani,166.1,75.4,120/80,82.2,Normal,Abnormal,,Minor Hernia,Swollen,Rashes,Normal,Blocked,Murmur,Enlarged,Enlarged,Positive,Positive,17.4,9.4,4.9,Non-Reactive,Non-Reactive,Positive,Non-Reactive,Non-Reactive,Abnormal,UNFIT
Ali,Iqbal,Male,,PK936940,Pakistani,188.2,90.9,140/90,71.7,Weak,Normal,Normal,Minor Hernia,Swollen,Rashes,Normal,Blocked,Murmur,Normal,Enlarged,Positive,Positive,15.9,7.7,5.3,Reactive,Reactive,Negative,Reactive,Reactive,CLEAR,UNFIT
Ahmed,Ashraf,Male,2/20/1993,PK202737,Pakistani,182.9,76.1,120/80,64.2,Weak,Abnormal,Normal,No Hernia,Swollen,Rashes,Normal,Blocked,Normal,,Normal,Positive,Positive,13.7,8.2,4.1,Non-Reactive,Reactive,Negative,Non-Reactive,Non-Reactive,CLEAR,FIT
Zain,Rauf,,11/13/1999,PK255434,Pakistani,182.3,81.4,110/70,76.5,Weak,Abnormal,Abnormal,Minor Hernia,Normal,Clear,Normal,Clear,Murmur,Enlarged,Normal,Positive,Positive,15.9,10,4.7,Non-Reactive,Non-Reactive,Negative,Non-Reactive,Non-Reactive,CLEAR,UNFIT
Zain,Noman,Female,5/16/1994,PK959230,Pakistani,189.2,71,110/70,87.8,Normal,Normal,Normal,Minor Hernia,Normal,Clear,Abnormal,Clear,Normal,Enlarged,Enlarged,Negative,Negative,17.9,9.8,4.7,Non-Reactive,Reactive,Positive,Reactive,Reactive,,UNFIT
Imran,Noman,Female,12/15/1991,PK263214,Pakistani,154.8,85.9,130/85,78.8,Weak,Normal,Abnormal,No Hernia,Swollen,Rashes,Abnormal,Blocked,Normal,Normal,Normal,Negative,Negative,14.1,9.3,4.1,Reactive,Reactive,Negative,Reactive,,Abnormal,FIT
Ahmed,Iqbal,Male,11/17/1986,PK312692,Pakistani,177.6,59.8,130/85,71.4,Weak,Abnormal,Abnormal,Minor Hernia,Swollen,Clear,Abnormal,,Normal,Normal,Enlarged,Positive,,14.1,4.8,5.4,Reactive,Non-Reactive,Negative,Reactive,Reactive,CLEAR,UNFIT
Khan,Noman,Female,2/27/1998,PK429591,Pakistani,150.6,55.5,120/80,96.2,Normal,Abnormal,Normal,No Hernia,Swollen,Rashes,Normal,Blocked,Murmur,Normal,Enlarged,Positive,Positive,16.4,10,4.4,Reactive,Non-Reactive,Negative,Non-Reactive,Reactive,CLEAR,UNFIT
Khan,Ashraf,Male,7/7/2002,PK383222,Pakistani,184.4,93.6,140/90,62.6,Weak,Normal,Abnormal,No Hernia,Swollen,,Abnormal,Clear,Murmur,Normal,Enlarged,Positive,Positive,13.2,9.9,5.4,Reactive,Reactive,Positive,Reactive,Reactive,Abnormal,FIT
Imran,Iqbal,Female,7/7/1993,PK529513,Pakistani,178.1,58.4,130/85,78.3,,Normal,Abnormal,No Hernia,Normal,Rashes,,Blocked,Normal,Normal,Enlarged,Negative,,14.1,6.6,5.3,Non-Reactive,Non-Reactive,Negative,Non-Reactive,Reactive,CLEAR,UNFIT
,Rauf,Female,9/9/1995,PK391737,Pakistani,186.1,57,110/70,95.7,Normal,Normal,Abnormal,No Hernia,Swollen,Clear,Normal,Blocked,Normal,Normal,Normal,Positive,Negative,14.7,8.2,4.5,Reactive,Non-Reactive,Negative,Non-Reactive,Non-Reactive,CLEAR,FIT
Ahmed,Ashraf,Female,12/15/2001,,Pakistani,184.1,45.3,110/70,65.8,Normal,,Normal,No Hernia,Normal,Rashes,Abnormal,Clear,Normal,Normal,Normal,Negative,Positive,12.7,6.9,5,Non-Reactive,,Positive,Reactive,Non-Reactive,CLEAR,UNFIT
,Iqbal,Male,4/12/1999,PK415837,Pakistani,157.7,49.5,110/70,91.7,Normal,Normal,Abnormal,Minor Hernia,Normal,Clear,Normal,,Normal,Normal,Normal,Negative,Negative,14.4,4.9,6,Reactive,Non-Reactive,Negative,Non-Reactive,Reactive,Abnormal,FIT
Khan,Ashraf,Male,4/2/1989,PK657023,Pakistani,188.6,87.4,140/90,97,Normal,Normal,Normal,Minor Hernia,Normal,Rashes,Abnormal,Clear,Normal,Normal,Enlarged,Negative,Positive,16.9,4.4,4.5,Reactive,Non-Reactive,Negative,Non-Reactive,Reactive,CLEAR,UNFIT
Zain,Ashraf,Female,7/17/1992,PK974059,Pakistani,167.8,55.3,120/80,63.2,Weak,Normal,Normal,No Hernia,Normal,Clear,Normal,Blocked,Murmur,Normal,Normal,Positive,Positive,16.2,5.3,5,Reactive,Reactive,Negative,Reactive,Reactive,CLEAR,FIT
Khan,Rauf,,8/25/1994,PK900935,Pakistani,189,,130/85,69.9,Weak,,Normal,No Hernia,Normal,Clear,Abnormal,Blocked,Murmur,Enlarged,Enlarged,Negative,Positive,16.2,7.3,4.4,Non-Reactive,Non-Reactive,Negative,Non-Reactive,Non-Reactive,Abnormal,UNFIT
Zain,Noman,Female,8/23/1991,PK759924,Pakistani,170.7,,130/85,64.8,Weak,Normal,Normal,Minor Hernia,Swollen,Rashes,Abnormal,Blocked,Normal,Normal,Normal,Positive,Negative,13.2,8.1,6,Non-Reactive,Non-Reactive,Negative,Reactive,Non-Reactive,Abnormal,FIT
Ahmed,Rauf,Female,8/14/1982,PK796280,Pakistani,151.8,90.9,140/90,99.7,Normal,Normal,Abnormal,No Hernia,Swollen,Rashes,Abnormal,Blocked,Murmur,Enlarged,Enlarged,Negative,,12.4,7.6,5.9,Non-Reactive,Non-Reactive,Negative,Non-Reactive,Non-Reactive,Abnormal,FIT
Imran,Noman,Male,7/4/2001,PK162012,Pakistani,164.4,68.7,130/85,93.1,Normal,,Abnormal,No Hernia,Normal,Clear,Normal,Clear,Murmur,Enlarged,Normal,Positive,,16.5,9.3,5.7,Non-Reactive,Reactive,Negative,,Non-Reactive,CLEAR,UNFIT
Imran,,,12/20/1980,PK494132,Pakistani,171.3,75,110/70,62,Weak,Abnormal,Abnormal,,Swollen,Clear,Normal,Clear,Murmur,Enlarged,Enlarged,,Positive,13.5,7.5,5.6,Reactive,Reactive,Negative,Reactive,Reactive,Abnormal,FIT
Imran,Rauf,Male,11/14/1981,PK717466,Pakistani,181.4,51.6,,63.3,Weak,Abnormal,Abnormal,Minor Hernia,Swollen,Rashes,Abnormal,Blocked,Murmur,Normal,Enlarged,Negative,Negative,13.5,8,4.8,Reactive,Non-Reactive,Negative,Reactive,Non-Reactive,CLEAR,UNFIT
Zain,Rauf,Female,9/9/1992,PK256837,Pakistani,182.3,87.3,130/85,98.8,Weak,Abnormal,Abnormal,Minor Hernia,Swollen,Rashes,Abnormal,Clear,Normal,Normal,Normal,Positive,Negative,16.9,8.6,5.1,Reactive,Reactive,Positive,Non-Reactive,Reactive,Abnormal,FIT
Ali,Rashid,Female,12/11/1993,PK587813,Pakistani,157.2,78.3,130/85,93.4,Weak,Abnormal,Normal,No Hernia,Normal,Clear,Normal,Blocked,Murmur,Normal,Enlarged,Negative,Negative,13.3,10.9,5,Non-Reactive,Reactive,Negative,Reactive,Non-Reactive,Abnormal,FIT
Khan,Ashraf,Male,12/17/1995,PK377682,Pakistani,179.1,67.8,140/90,91.3,Normal,Normal,Abnormal,Minor Hernia,Normal,Rashes,Normal,Clear,Murmur,Normal,Normal,Negative,Negative,14.1,4.9,5.7,Reactive,Reactive,Positive,Reactive,Non-Reactive,Abnormal,
Khan,Ashraf,Female,7/23/1991,PK803738,Pakistani,188.8,,130/85,78.6,Normal,Normal,Abnormal,No Hernia,Swollen,Rashes,Abnormal,Blocked,Normal,Normal,Enlarged,Negative,Negative,16.6,5,5.6,Reactive,Reactive,Negative,Reactive,Non-Reactive,Abnormal,UNFIT
,Ashraf,Male,2/2/1991,PK750331,Pakistani,163.7,87.9,110/70,73.8,Normal,Normal,Abnormal,Minor Hernia,Normal,Clear,Abnormal,Clear,Normal,Normal,Normal,Positive,Negative,16.3,4.9,4.2,Non-Reactive,Non-Reactive,Positive,Non-Reactive,,CLEAR,FIT
Khan,Rauf,Male,12/19/1989,PK425901,Pakistani,176.6,57.2,110/70,90.4,Normal,,Normal,Minor Hernia,Swollen,Rashes,Abnormal,Clear,Murmur,Enlarged,Normal,,Positive,13.8,6.3,5.5,Reactive,Non-Reactive,,Reactive,Reactive,Abnormal,FIT
Ahmed,Rashid,Female,9/27/1999,PK511590,Pakistani,166.1,64.9,140/90,82.8,Normal,Normal,Normal,No Hernia,Swollen,Clear,,Blocked,Murmur,Enlarged,Normal,Positive,Negative,12.6,7.9,5.7,Reactive,Reactive,Positive,Non-Reactive,Non-Reactive,Abnormal,UNFIT
Zain,Rauf,Female,5/27/1996,PK822978,Pakistani,168,48.4,120/80,65.5,Normal,Normal,Normal,Minor Hernia,Normal,Clear,Abnormal,Clear,Murmur,Normal,Normal,Positive,Positive,12.3,5.8,5.6,Non-Reactive,Reactive,Negative,Reactive,Non-Reactive,Abnormal,FIT
Zain,Ashraf,Female,7/7/1987,PK961614,Pakistani,180.9,89.9,130/85,,Normal,Normal,Abnormal,No Hernia,Swollen,Rashes,Abnormal,Blocked,Murmur,Normal,Enlarged,Positive,Positive,16.9,6.7,4.7,Non-Reactive,Reactive,Positive,Reactive,Non-Reactive,Abnormal,FIT
Ahmed,Iqbal,Male,6/10/1992,PK241244,Pakistani,,67,,99.3,Normal,Normal,Normal,Minor Hernia,Swollen,Clear,Normal,Blocked,Murmur,Enlarged,Normal,Positive,Positive,13.5,7.3,5.7,Reactive,,Positive,Non-Reactive,Non-Reactive,Abnormal,FIT
Ali,Ashraf,Female,1/19/1985,PK842177,Pakistani,165.6,89.6,140/90,,Weak,Normal,Abnormal,No Hernia,Swollen,Rashes,Normal,Blocked,Murmur,Enlarged,Normal,Negative,Positive,15.1,6.4,4.1,Non-Reactive,Non-Reactive,Negative,Reactive,Non-Reactive,CLEAR,UNFIT
Ali,Rashid,Male,6/9/1991,PK608689,Pakistani,153.3,47.6,110/70,66.1,Weak,Normal,,Minor Hernia,Swollen,Rashes,Normal,Clear,Normal,,Normal,Negative,Positive,14.2,5.7,5.4,Reactive,Reactive,Negative,Non-Reactive,Non-Reactive,CLEAR,UNFIT
Khan,Noman,Female,9/13/2000,PK433270,Pakistani,152.9,54.5,,84.4,Normal,Abnormal,Abnormal,Minor Hernia,Normal,Rashes,Normal,Clear,Normal,Normal,Enlarged,Positive,Negative,12.3,4.3,5.7,Non-Reactive,Non-Reactive,Negative,Non-Reactive,Reactive,Abnormal,FIT
Imran,Rauf,Female,2/16/1995,PK731262,Pakistani,165.1,91.7,120/80,86.2,Weak,Abnormal,,Minor Hernia,Normal,Clear,Abnormal,Blocked,Normal,Normal,Enlarged,Positive,Positive,17.9,9.7,4.8,Reactive,,Negative,Non-Reactive,Non-Reactive,Abnormal,UNFIT
Ahmed,Iqbal,Female,6/12/1982,,Pakistani,186.7,86.6,130/85,96,Weak,Normal,Abnormal,No Hernia,Normal,Rashes,Abnormal,Clear,Murmur,Enlarged,Normal,Negative,Positive,15.7,5.3,4.7,Reactive,Reactive,,Reactive,Non-Reactive,Abnormal,FIT
Ahmed,Rashid,Male,7/20/1997,PK547827,Pakistani,159.4,79.2,140/90,87.2,Normal,Normal,Normal,No Hernia,Swollen,Clear,Abnormal,Clear,Murmur,Normal,Normal,Negative,Negative,14.8,5.5,,Non-Reactive,Non-Reactive,Positive,Non-Reactive,Reactive,Abnormal,UNFIT
Ahmed,Iqbal,,8/15/2003,PK570005,Pakistani,166.1,48.8,120/80,71.2,Weak,Normal,Abnormal,Minor Hernia,Normal,Clear,Normal,Clear,Normal,Enlarged,Normal,Negative,Positive,16.6,5.7,4.3,Reactive,Non-Reactive,Positive,Reactive,Non-Reactive,CLEAR,FIT
Ahmed,Rashid,Female,5/13/1980,PK538346,Pakistani,,67.7,110/70,83.6,Normal,,Normal,Minor Hernia,Swollen,Rashes,Abnormal,Blocked,Normal,Enlarged,Normal,Negative,Negative,16.3,5.3,6,Non-Reactive,Non-Reactive,Negative,Reactive,,CLEAR,FIT
Zain,Rashid,Female,7/9/1995,PK956840,Pakistani,151.2,54,110/70,82.6,Weak,Normal,Abnormal,No Hernia,Swollen,Rashes,Normal,Blocked,Normal,Enlarged,Enlarged,Positive,Positive,12.9,5.5,4.4,Non-Reactive,Reactive,,Reactive,Non-Reactive,CLEAR,FIT
Imran,Iqbal,Male,11/19/1987,PK489822,Pakistani,181.1,71,130/85,66.7,Normal,Normal,Abnormal,Minor Hernia,Swollen,Rashes,Normal,Clear,Murmur,Enlarged,Normal,Positive,Negative,15.7,7.1,5.5,Reactive,Non-Reactive,Negative,Non-Reactive,Non-Reactive,CLEAR,UNFIT
Khan,Rashid,Male,5/25/2000,PK836377,Pakistani,166.3,53.7,120/80,60.8,Normal,Normal,Abnormal,No Hernia,Normal,Rashes,Abnormal,Blocked,Murmur,Enlarged,Normal,Positive,Negative,14.2,7.8,4.6,Reactive,Reactive,Positive,Non-Reactive,Non-Reactive,Abnormal,UNFIT
Khan,Ashraf,Male,10/2/1988,PK400374,Pakistani,181.5,56.8,140/90,64.8,Weak,Abnormal,Normal,No Hernia,Normal,Clear,Abnormal,Clear,Normal,Normal,Normal,Positive,Positive,15.4,7.1,5.5,Reactive,Reactive,Positive,Non-Reactive,Reactive,CLEAR,UNFIT
Imran,Rashid,Female,7/22/1992,PK290218,Pakistani,160.3,81.4,120/80,66.4,Weak,Normal,Normal,No Hernia,Normal,Rashes,Normal,Clear,Normal,Enlarged,Enlarged,Positive,,15.1,7.1,5.7,Non-Reactive,Reactive,Negative,Reactive,,Abnormal,FIT
Khan,Noman,Male,1/6/2002,PK896771,Pakistani,155.9,58.6,,74.9,Weak,Abnormal,Abnormal,No Hernia,Normal,Rashes,Abnormal,Blocked,Murmur,Normal,Normal,Positive,Positive,17.7,10.7,4.5,Reactive,Non-Reactive,Positive,Reactive,Reactive,CLEAR,UNFIT
Imran,Noman,Male,2/22/1984,PK465595,Pakistani,173.9,81.3,110/70,60.9,Normal,Abnormal,Abnormal,Minor Hernia,Normal,Rashes,Normal,Clear,Normal,Enlarged,Normal,Positive,Negative,14.2,7.8,4.5,Non-Reactive,Non-Reactive,Negative,Reactive,Reactive,CLEAR,FIT
Khan,Ashraf,Male,11/25/1983,PK261758,Pakistani,175,80.2,110/70,84.1,Normal,Abnormal,Normal,Minor Hernia,Swollen,Rashes,Normal,Blocked,Normal,Enlarged,Normal,Negative,Negative,16.5,7.8,5.7,Non-Reactive,Non-Reactive,Negative,Reactive,Reactive,CLEAR,UNFIT
Zain,Rauf,Male,9/3/1993,PK426199,Pakistani,174.8,63.9,140/90,62.1,Weak,Abnormal,Normal,No Hernia,Normal,Rashes,Normal,Blocked,Normal,Enlarged,Normal,Negative,Positive,17,7.7,5.9,Reactive,Non-Reactive,Negative,Reactive,Reactive,CLEAR,UNFIT
Ahmed,Rauf,Male,7/12/1983,,Pakistani,169.3,54.3,140/90,84.8,Normal,Normal,Abnormal,No Hernia,Swollen,,Abnormal,Clear,Normal,Normal,Normal,Positive,Negative,14.3,5.2,4.6,Reactive,Non-Reactive,Negative,Reactive,Non-Reactive,Abnormal,
Zain,Rashid,Female,7/23/1999,PK603667,Pakistani,163.4,61.4,140/90,69.6,Normal,Abnormal,Abnormal,Minor Hernia,Swollen,Clear,,Blocked,Normal,Normal,Enlarged,Positive,Positive,13.2,8.6,5.9,Reactive,Reactive,Negative,,Non-Reactive,Abnormal,UNFIT
Khan,Noman,Male,11/11/1982,PK746468,Pakistani,167.7,,130/85,70.5,Normal,Abnormal,Abnormal,No Hernia,Swollen,Rashes,Normal,Clear,Normal,Enlarged,Normal,Positive,Positive,13.7,10.9,5.6,Non-Reactive,Reactive,Negative,Non-Reactive,,Abnormal,UNFIT
Khan,Iqbal,Female,7/30/1980,PK793445,Pakistani,168.3,45,120/80,79.8,Normal,Abnormal,Abnormal,Minor Hernia,Normal,Rashes,Abnormal,Clear,Murmur,Normal,Enlarged,Positive,Positive,17.6,10.8,4.5,Non-Reactive,Reactive,Positive,Non-Reactive,Non-Reactive,CLEAR,FIT
Khan,Iqbal,Female,3/8/1998,PK745929,Pakistani,167.4,86.8,130/85,70,Normal,,Abnormal,No Hernia,Normal,Clear,Normal,Blocked,Normal,Enlarged,Normal,Positive,Positive,14,,5.7,Reactive,,Positive,Non-Reactive,Non-Reactive,CLEAR,UNFIT
Khan,Rashid,Female,6/24/1989,PK650882,Pakistani,,86.7,110/70,77.8,Normal,Normal,Normal,No Hernia,Normal,Rashes,Normal,,Normal,Enlarged,Normal,Positive,Positive,17.7,7.3,5.7,Reactive,Reactive,Negative,Non-Reactive,Reactive,Abnormal,UNFIT
Khan,Iqbal,Male,12/13/2000,PK474093,Pakistani,166.5,53.5,,79.6,Normal,Abnormal,Normal,No Hernia,Normal,Rashes,Normal,,Murmur,Enlarged,Enlarged,Positive,Negative,13.6,8.5,4.7,Non-Reactive,Non-Reactive,Negative,Reactive,Non-Reactive,Abnormal,FIT
Khan,Noman,Female,,PK937783,Pakistani,151.4,73.6,130/85,66.6,Weak,,Abnormal,No Hernia,Swollen,Rashes,Abnormal,Blocked,Normal,Enlarged,Enlarged,Positive,Positive,17.9,9.1,5.2,Reactive,Non-Reactive,Positive,Non-Reactive,Non-Reactive,CLEAR,UNFIT
Zain,Iqbal,Male,,PK869476,Pakistani,169.5,46.8,130/85,84.5,Normal,Normal,Normal,Minor Hernia,Normal,Clear,Abnormal,Clear,Normal,Normal,Normal,Positive,Positive,15.9,7.7,5.4,,Non-Reactive,Negative,Reactive,Non-Reactive,Abnormal,UNFIT
Ahmed,,Male,,PK103429,Pakistani,180.8,76.7,130/85,71.8,Normal,Abnormal,Normal,No Hernia,Swollen,Rashes,Abnormal,Clear,Murmur,Enlarged,Normal,,Positive,14.3,8.1,5.7,Reactive,Reactive,Negative,Non-Reactive,Reactive,Abnormal,
Imran,Noman,Female,12/24/1980,PK192828,Pakistani,159.2,51.6,140/90,76.1,Weak,Abnormal,Normal,Minor Hernia,Swollen,Rashes,,Clear,Murmur,Enlarged,Enlarged,Positive,Positive,15.4,8.9,5.8,Reactive,Non-Reactive,Negative,Non-Reactive,Non-Reactive,CLEAR,UNFIT
Ali,Ashraf,Female,5/18/1999,PK880156,Pakistani,179.4,61.4,130/85,62.7,Weak,Normal,Abnormal,No Hernia,Swollen,Rashes,Normal,Blocked,Murmur,Enlarged,Enlarged,Positive,Positive,12.4,5.7,5.1,Non-Reactive,Reactive,Positive,Non-Reactive,Non-Reactive,CLEAR,UNFIT
Ali,Iqbal,Male,8/7/1980,PK617109,Pakistani,155.1,79.1,110/70,84,Weak,,Normal,Minor Hernia,Normal,Rashes,Normal,Clear,Murmur,Normal,Enlarged,Positive,Positive,16.9,,4.3,Reactive,Non-Reactive,Positive,Reactive,Non-Reactive,Abnormal,UNFIT
Ali,Ashraf,Female,12/14/1993,PK452287,Pakistani,154.9,53.1,110/70,93,Weak,Normal,Normal,Minor Hernia,Swollen,Rashes,Normal,Clear,Normal,Enlarged,Normal,Negative,Positive,13.7,7.9,5.2,Non-Reactive,Non-Reactive,Negative,Reactive,Non-Reactive,CLEAR,
Zain,Rashid,Male,8/1/1989,PK927403,Pakistani,184.4,61.5,140/90,86.2,Weak,Normal,Normal,Minor Hernia,Normal,Clear,Abnormal,Blocked,Normal,Normal,Enlarged,Negative,Negative,12,6.3,4,Non-Reactive,Non-Reactive,Negative,Reactive,Reactive,CLEAR,FIT
Khan,Ashraf,Male,10/27/1997,PK714326,Pakistani,178.2,91.4,110/70,68.1,Normal,Abnormal,Normal,Minor Hernia,Normal,Clear,Abnormal,Blocked,Normal,Enlarged,Normal,Positive,Positive,16.6,8.5,4,,Non-Reactive,Positive,Reactive,,CLEAR,UNFIT
Ahmed,Rauf,Female,7/19/2002,PK764090,Pakistani,165.4,79,120/80,65.8,Weak,,Normal,No Hernia,Normal,,Abnormal,Blocked,Murmur,Enlarged,Normal,Positive,Negative,,10.1,4.4,Non-Reactive,Reactive,,Reactive,Reactive,Abnormal,UNFIT
Khan,Iqbal,Male,4/10/1990,PK222239,Pakistani,184.8,66.7,110/70,71.3,Weak,Abnormal,Abnormal,Minor Hernia,Normal,Rashes,Abnormal,Blocked,Normal,Normal,Enlarged,Negative,Negative,15.9,9.5,4.1,Non-Reactive,Reactive,Negative,Reactive,Reactive,Abnormal,FIT
Ali,Rauf,Female,2/12/1981,PK448069,Pakistani,168.4,59.4,120/80,66,Weak,Abnormal,Normal,Minor Hernia,Swollen,Clear,Abnormal,Blocked,Murmur,Enlarged,Enlarged,Negative,Positive,15.3,4.6,5.8,Non-Reactive,Reactive,Positive,Reactive,Reactive,CLEAR,UNFIT
Ali,Rauf,,2/22/1983,PK959935,Pakistani,152.6,55.4,120/80,67.4,,Abnormal,Normal,No Hernia,Normal,Clear,Abnormal,Clear,Murmur,Enlarged,Normal,,Positive,13.1,,4,Reactive,Reactive,Positive,Reactive,Non-Reactive,Abnormal,UNFIT
Imran,Rashid,Male,12/30/1988,PK815847,Pakistani,175.9,59.8,140/90,62.3,Normal,Abnormal,Abnormal,Minor Hernia,Swollen,Rashes,Normal,Clear,Normal,Enlarged,Enlarged,Negative,Positive,,5.7,5.9,Reactive,,Negative,Reactive,Reactive,CLEAR,UNFIT
Ali,Ashraf,Female,2/24/1999,,Pakistani,187.3,58.2,140/90,73,Normal,Abnormal,Normal,Minor Hernia,Normal,Clear,Abnormal,Blocked,Murmur,Enlarged,Enlarged,Positive,Negative,,4.5,4.2,Reactive,Reactive,Negative,Reactive,Reactive,CLEAR,UNFIT
Ahmed,Iqbal,Male,9/30/1981,PK698500,Pakistani,187.4,48.1,110/70,92.3,Normal,Normal,Normal,No Hernia,Normal,Clear,Normal,Clear,Normal,Enlarged,Enlarged,Negative,Positive,17.3,7.3,4,Non-Reactive,Non-Reactive,Negative,Reactive,Reactive,Abnormal,UNFIT
Ali,Iqbal,Male,7/27/1993,,Pakistani,162.6,78.7,140/90,96.5,Weak,Normal,Abnormal,No Hernia,Swollen,Clear,Normal,Clear,Murmur,Enlarged,Normal,Negative,Negative,15.5,10.8,4.9,Reactive,Non-Reactive,Negative,Non-Reactive,Non-Reactive,CLEAR,UNFIT
Imran,Ashraf,Male,10/3/1998,,Pakistani,172.5,76.9,140/90,96.4,,Normal,Normal,Minor Hernia,Swollen,Clear,Normal,Blocked,Murmur,Enlarged,Normal,Positive,Negative,15.8,7.8,4.6,Non-Reactive,Reactive,Negative,Non-Reactive,Reactive,Abnormal,UNFIT
Imran,Rashid,Male,5/1/1981,PK693728,Pakistani,158.6,94.6,130/85,99.1,Weak,Abnormal,Abnormal,Minor Hernia,Swollen,Rashes,Abnormal,Blocked,Normal,Enlarged,Enlarged,Negative,Positive,12.5,7.9,4.9,Non-Reactive,Non-Reactive,Positive,Non-Reactive,Non-Reactive,Abnormal,UNFIT
